CPU,minf,mjf,xcal,intr,ithr,csw,icsw,migr,smtx,srw,syscl,usr,sys,st,idl,time
17,0,0,24,57,6,58,0,15,1,0,0,0,0,0,100,04:11:17
18,0,0,3,6,2,3,0,1,1,0,0,0,0,0,100,04:11:17
19,0,0,22,54,0,57,0,14,1,0,0,0,0,0,100,04:11:17
20,0,0,6,17,0,20,0,3,0,0,0,0,0,0,100,04:11:17
21,0,0,20,47,1,49,0,13,1,0,0,0,0,0,100,04:11:17
22,0,0,13,38,6,28,0,6,1,0,0,0,0,0,100,04:11:17
23,0,0,89,148,2,170,0,41,2,0,0,0,0,0,100,04:11:17
32,0,0,0,6,5,0,0,0,0,0,0,0,0,0,100,04:11:17
33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,04:11:17
34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,04:11:17
35,0,0,0,6,5,0,0,0,0,0,0,0,0,0,100,04:11:17
36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,04:11:17
37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,04:11:17
38,0,0,0,6,5,0,0,0,0,0,3,0,0,0,100,04:11:17
39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,04:11:17
48,0,0,0,7,5,1,0,0,0,0,0,0,0,0,100,04:11:17
49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,04:11:17
50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,04:11:17
51,0,0,0,7,5,1,0,0,0,0,1,0,0,0,100,04:11:17
52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,04:11:17
53,0,0,0,6,5,0,0,0,0,0,0,0,0,0,100,04:11:17
54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,04:11:17
55,0,0,0,6,5,0,0,0,0,0,0,0,0,0,100,04:11:17
64,0,0,5,12,0,13,0,5,0,0,0,0,0,0,100,04:11:17
65,0,0,2,17,10,10,0,0,4,0,18,0,0,0,100,04:11:17
66,0,0,32,96,29,125,0,8,0,0,104,0,0,0,99,04:11:17
67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,04:11:17
68,0,0,12,29,6,28,0,6,1,0,0,0,0,0,100,04:11:17
69,0,0,11,28,8,39,0,0,0,0,37,0,0,0,100,04:11:17
70,0,0,16,39,6,41,0,9,1,0,0,0,0,0,100,04:11:17
71,0,0,1,2,0,1,0,0,0,0,0,0,0,0,100,04:11:17
80,0,0,8,25,5,25,0,6,1,0,0,0,0,0,100,04:11:17
81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,04:11:17
82,0,0,11,19,0,27,0,6,1,0,14,0,0,0,100,04:11:17
83,0,0,21,28,5,43,0,0,0,0,43,0,0,0,100,04:11:17
84,0,0,9,21,0,20,0,7,0,0,0,0,0,0,100,04:11:17
85,0,0,0,209,105,200,4,0,0,0,4,0,2,0,98,04:11:17
86,0,0,13,28,2,36,0,6,0,0,19,0,0,0,100,04:11:17
87,0,0,1,9,6,2,0,1,0,0,0,0,0,0,100,04:11:17
96,0,0,28,68,14,81,0,8,2,0,54,0,0,0,100,04:11:17
97,0,0,0,5,1,4,0,1,0,0,0,0,0,0,100,04:11:17
98,0,0,10,25,0,23,0,6,1,0,0,0,0,0,100,04:11:17
99,0,0,12,66,26,76,0,1,0,0,111,0,0,0,100,04:11:17
100,0,0,8,21,1,24,0,7,0,0,2,0,0,0,100,04:11:17
101,0,0,35,92,4,71,0,1,1,0,0,0,1,0,99,04:11:17
102,0,0,14,26,0,29,0,6,0,0,0,0,0,0,100,04:11:17
103,0,0,0,16,10,10,0,0,0,0,9,0,0,0,100,04:11:17
112,0,0,10,73,25,73,0,7,0,0,29,0,0,0,100,04:11:17
113,0,0,3,8,2,9,0,0,0,0,9,0,0,0,100,04:11:17
114,0,0,7,13,0,14,0,5,0,0,0,0,0,0,100,04:11:17
115,0,0,0,9,7,2,0,0,0,0,2,0,0,0,100,04:11:17
116,0,0,31,83,10,86,0,9,2,0,33,0,0,0,100,04:11:17
117,0,0,0,15,9,6,0,0,0,0,11,0,0,0,100,04:11:17
118,0,0,5,13,0,12,0,4,0,0,0,0,0,0,100,04:11:17
119,0,0,0,8,5,1,0,0,0,0,0,0,0,0,100,04:11:17
